log_gamma,log_nu,log_e0,log_i0,log_rw_sigma,log_rt_init,gamma,nu,e0,i0,rw_sigma,rt_init
-1.5689758442895445,-1.5219080750734062,0.06643338055055643,0.1094313177420663,-1.7145057641025008,0.46284914930151344,0.2082583621645892,0.21829496613706315,1.0686897661797687,1.1156434433929605,0.1800526872275477,1.5885936838733816
-1.107724017121542,-2.0132255607781797,0.12403445257240567,0.07522943931035801,-1.7012582875231108,0.764967369885722,0.3303098858498484,0.13355718233156502,1.1320548725297828,1.078131488254229,0.18245380021337151,2.1489242538672233
-1.6369363395505114,-1.656041931975517,0.08063000540669536,0.0927027607725701,-1.4901312636586592,0.4213110588380406,0.19457524255465594,0.19089305447323468,1.0839697594117592,1.0971355750659617,0.22534307424162803,1.5239582453701535
-1.4741519561204077,-2.1923100789581893,0.07017330244684189,0.12079907655431532,-1.5018366520999948,0.9252500547952827,0.22897282373409605,0.11165851048136095,1.0726940656529311,1.128398167940964,0.22272072378239743,2.5224989444592274
-1.5776820950964097,-1.9259070077292937,0.02471714054551491,0.08816152840105156,-1.6552872266522964,0.8005271573044268,0.20645308264226078,0.14574350640240058,1.025025141462355,1.0921645233700457,0.19103717685573535,2.2267144479367205
-1.6016668707767427,-2.0439146870039986,0.007228554980635127,0.11223067382190496,-1.6982202527360235,0.8096079816942305,0.20156026291362394,0.12952068420529364,1.0072547440491995,1.1187709020420136,0.1830089440516201,2.247026938300838
-1.6763459524446045,-1.5504913122117825,0.16575027878793444,0.07514190812422933,-1.7103534766250743,0.7933138293608133,0.18705624116641875,0.2121437194181051,1.1802783243849906,1.0780371222563037,0.18080187208502893,2.2107102176621143
-1.7119889010693758,-1.7604359076835174,0.2057965321161731,0.11994725629866601,-1.6657472498664347,0.7808811589084622,0.18050642593962002,0.1719698844882217,1.228503217614112,1.127437384790444,0.1890493380952834,2.1833953363595895
-1.4947497054670984,-2.3960194245674087,0.12600408197089355,0.20131843871161967,-1.536334268520556,0.8604191109016411,0.22430473995518704,0.09107978261226321,1.134286798399271,1.2230141648760813,0.21516840712308988,2.364151327693108
-1.3453305930199202,-1.3386737339753165,0.13867314785079016,-0.014913410543672984,-1.549094913750501,0.571727960869199,0.2604535894869959,0.26219317598696973,1.148748567696924,0.9851972436034944,0.2124401635103378,1.7713251891151014
-1.2584670451380464,-1.9912513819169142,0.07466564260483911,0.2107891023214051,-1.602552306751054,0.6104928658904131,0.2840891887756517,0.13652447424692424,1.0775238125919,1.2346519423736246,0.201381873193841,1.8413387082143111
-1.0171658871411962,-1.9621686836963927,0.10951616077789919,0.058202400001445755,-1.5493570076920924,0.7025565305107371,0.3616183564834818,0.14055327456265687,1.1157381019851094,1.0599295037344314,0.21238449152649458,2.018907514110845
-1.3407116617616173,-1.8507716567430457,0.03984550420353462,0.10782667027865778,-1.5126871752693278,0.5588770969330784,0.2616593893223267,0.15711587999570523,1.0406499857237508,1.1138546645350063,0.2203171510015572,1.7487077680847023
-1.6222749470513937,-1.5772622849298923,0.2117889510118397,0.16661446843366817,-1.6058302634083212,0.5921353240937792,0.1974490017344354,0.20653977194051404,1.2358870248462535,1.1812987495489322,0.200722832884852,1.807844630995957
-1.008342921923016,-2.1850618296397815,0.05950744900875835,0.07081750967100885,-1.7382953389312976,0.3822059275679758,0.3648230191899777,0.11247077941152568,1.0613136666848901,1.0733853255527501,0.17581985857533788,1.4655138437633641
-1.5249966613912465,-1.8623468771114722,0.09005722645758214,0.09082164140572149,-1.5408993349873812,1.0569651581693125,0.2176217834180111,0.15530771420908587,1.0942369012151163,1.0950736720385277,0.21418838767193155,2.8776245885353053
-1.2399160673593923,-1.5759496722386972,0.09957528707228729,0.10530809882859779,-1.491206045065449,0.7830686447699633,0.28940850773995175,0.20681105667334046,1.104701637361256,1.1110528717161217,0.22510100980176573,2.1881767104754717
-1.2979149961447516,-2.203376169407413,0.031408789595179634,0.012311420601568021,-1.6919794059769657,0.5552641033060546,0.27310061566578897,0.1104296989147475,1.0319072506250562,1.0123875181089994,0.1841546461841226,1.742401097903131
-0.8547649975290348,-2.1281907761188883,0.11452156818943439,0.057285430595215805,-1.4657972570649436,0.8928844085579878,0.42538314542733746,0.1190524917342872,1.1213368260082321,1.0589580262823683,0.23089383633532032,2.4421636997538285
-1.593820673374195,-1.9905458814657477,0.10631279973467078,0.03300733184132876,-1.6992434025584275,0.35922479167053145,0.20314796509203167,0.13662082630931602,1.1121697084925437,1.0335581170976442,0.18282179424048958,1.4322187162262234
-1.4402844736218139,-1.9055774546052304,0.02714797557148177,0.08080176485511627,-1.62077064458011,0.34927840049944925,0.23686036857031026,0.1487367291097597,1.0275198393497982,1.084155957449919,0.19774624827399512,1.418043919528473
-1.4681693309669677,-1.4351836961717,0.09954349111154803,0.07780427876790624,-1.6703667928675399,0.6024635450311354,0.23034678816785956,0.23807162715116478,1.1046665128697772,1.080911080717108,0.18817803061928554,1.8266132059194882
-1.6008557643786294,-2.0203479046886645,0.14094848614646588,0.15684771163437267,-1.5503767520806466,1.075213976883893,0.20172381605301076,0.1326093216490668,1.1513653351918007,1.1698174507475134,0.21216802402256402,2.930619918365655
-1.292076929790398,-2.0126309082962597,0.1187390734556805,0.12299788143850116,-1.690681386196498,0.9660002311606937,0.27469965829827586,0.13363662605988083,1.1260760568177448,1.1308820251018334,0.1843938377616505,2.627414364317309
-1.5127711258504488,-1.947793793492703,0.11252129277709116,0.23303104238470382,-1.4671312649835608,0.8325333319118089,0.2202986560250426,0.14258830407248851,1.1190960853225815,1.262420667267026,0.23058602748465865,2.2991358430278073
-1.2955793143850214,-1.9678288581088303,0.06940980993540419,0.11646544494010001,-1.5056125869574115,0.8827777407702069,0.2737392373105056,0.13975996576544358,1.071875384335038,1.1235186865409141,0.2218813305823367,2.4176058705053287
-1.073825471147091,-2.0252150243335305,0.004043164651956421,0.15438653027375424,-1.5253214731896252,0.7462121180573991,0.3416988548674243,0.13196546435084822,1.004051349269025,1.1669418579716324,0.21755110877377323,2.10899623873
-1.06337135740569,-2.3639875585968175,0.06948304337364386,0.06659243205075865,-1.7887933856879832,0.8065302038277624,0.345289750674542,0.09404446669700878,1.0719538843291745,1.0688597564085724,0.16716174778636284,2.2401217203392108
-1.5114725211888498,-2.5637682502214525,0.13848949364016058,0.1322646215613862,-1.8028145053712887,0.8704455867157235,0.22058492272010363,0.07701398500168707,1.148537614557321,1.1414103210887248,0.16483430770168203,2.387974666285039
-1.5734204645615049,-1.881387692831667,0.05923192881628348,0.0846484274640383,-1.5817874559705973,0.5050774770048547,0.20733478681757064,0.15237850441373182,1.06102129361836,1.0883343709549131,0.20560725563493976,1.6571139037093743
-1.5146758781377807,-1.5274573857246758,0.1656079667196083,0.05213914146672805,-1.6050122622732603,0.8042274520881998,0.21987944103318555,0.21708693452779268,1.180110368486806,1.0535223209565272,0.20088709156271778,2.2349692109027375
-1.5948065233016273,-1.8536980825223297,0.20217107874973606,0.008566073101497804,-1.5790645233299732,0.683909559579828,0.20294779037271643,0.15665676414603436,1.2240574004092284,1.008602866890077,0.20616787325808464,1.9816098295268922
-1.2515740705742353,-1.9748110163853207,0.13113888192455034,0.14112135076733892,-1.5136944425621746,0.7717817182256497,0.28605417284012274,0.1387875383353934,1.1401261132258502,1.1515643827275976,0.2200953444692863,2.163617778829716
-1.4740694196826252,-2.0793650021290895,0.09488983724554202,0.12173948122777029,-1.6643248070387253,0.6482958438370746,0.22899172311524915,0.12500956780999659,1.099537720350051,1.1294598179636952,0.18931844131694,1.9122792282326806
-1.465050623136644,-1.8127656438066497,0.019769836262300736,0.04918622049879255,-1.6212728901451368,1.0333617370551775,0.23106629388067923,0.16320215305394464,1.0199665536938158,1.050415941508525,0.1976469560344295,2.8104981270698914
-0.9677525338534707,-1.8420941201727792,0.04417477660299002,0.08362536778904048,-1.7537510825453608,0.38029636275132955,0.37993597250983985,0.15848519132231711,1.045165009316011,1.0872215093060782,0.17312332407071382,1.4627180203415917
-1.5439402571515426,-2.2247418006637054,0.10818301454733541,0.07287331724896004,-1.588764190995967,0.8523762102583339,0.21353804677572977,0.10809532517316565,1.114251650988576,1.0755942690424862,0.20417778062554753,2.345212955273327
-1.5855598528198303,-1.7411532843607278,0.08767303354781752,0.07976753673315075,-1.6642315628559294,0.5358979515626524,0.20483308462983396,0.17531809236587123,1.0916311369103715,1.0830352724919705,0.18933609498332685,1.7089821366498594
-1.6215090140383057,-1.4971389849630243,0.09985661109123482,0.12730434834497678,-1.6845018164660637,0.9086270284844307,0.19760029237511692,0.22376945296893092,1.1050124601845293,1.1357626326626975,0.18553684033468665,2.4809139697768066
-1.5191247359691977,-1.986430578231388,0.07467878136288437,0.16752189810657067,-1.672504257793239,0.7160957327188392,0.21890340140060055,0.13718422091239954,1.0775379700095669,1.182371181591575,0.18777623624271833,2.046427792094181
-1.562264069857854,-2.501896832104942,0.052633148371961036,-0.02102988067161217,-1.6954357500263635,0.785319867063234,0.20966084662972528,0.0819294447396156,1.0540428968313482,0.9791897052862886,0.18351924308703224,2.1931083316727116
-1.5977913814949045,-1.89754011542717,0.07024604558623557,0.22619207376264486,-1.4400686102807025,0.656478457447576,0.20234292316831287,0.14993699365517835,1.0727720996250594,1.2538164673981214,0.23691150355973298,1.9279908637294276
-1.6854551209541238,-1.8857516580831442,0.04926584191619566,0.21793505863303264,-1.6801900717507645,0.4320213888065365,0.18536005151227267,0.15171497876985046,1.050499580444332,1.2435063099972314,0.18633855497786544,1.5403680614432462
-1.3468547048329922,-2.0086913881201927,0.031082120268083727,0.010816646283604847,-1.5432751766487571,0.722989452112713,0.26005693144688774,0.13416412861575766,1.0315702132307558,1.010875357697935,0.2136801140050786,2.060584029554437
-1.806273145797592,-1.5670395568313664,0.13531768014222673,0.10621986415085544,-1.4615787826694,0.584208947697695,0.16426518985574265,0.20866200087348355,1.1449004387195783,1.112066353154152,0.2318699134025645,1.7935716153601726
-1.2287007978879556,-2.6032154665285923,0.0670230921875,0.06447865609769704,-1.5969326742103949,0.6496146467718944,0.29267257160612226,0.07403513756403289,1.0693201708313778,1.0666028125354683,0.202516751133395,1.914802811379739
-1.5496586729576125,-2.2618408025208145,0.08115597583958871,0.10576225307950482,-1.5868601238073723,1.1188064438602705,0.21232043216519378,0.10415857280956847,1.0845400454190022,1.1115575756988487,0.20456691919369888,3.0611983099322777
-1.2062529143436305,-1.9041893687487348,0.028402548404518946,0.084116762568859,-1.6002137619282182,0.6323406823721192,0.29931674623757987,0.14894333181775363,1.028809746797886,1.087755895566814,0.20185336481808577,1.8820106167851545
-0.7831723693503779,-1.9558374073260747,0.1154107767162423,0.15326970305549664,-1.5451561322704894,0.8887419924478799,0.4569540823700317,0.14144597918650365,1.1223343717226906,1.1656393130367326,0.21327856895598576,2.432068165887793
-1.3538074091391823,-2.0429009471275164,0.05733174899936056,0.08515728752042287,-1.683338673269346,0.5648055949054257,0.2582551035464357,0.12965205106236238,1.059007076664161,1.0888883217740517,0.18575277180352737,1.759105770354767
-1.9912025317507664,-2.1672559646114538,0.08095756736586915,0.06070450410260717,-1.5106100238899054,0.6666593801303805,0.13653114365307392,0.11449135458900218,1.0843248848294507,1.06258487831915,0.2207752586904685,1.9477198488716159
-1.029875257150148,-2.1292457091746253,-0.031291387541414695,0.07513567092476281,-1.6121052300226288,0.4888133179434486,0.3570514974125944,0.11892696554789188,0.9691931211258139,1.078030398344709,0.19946724730846593,1.6303803284575713
-1.2868682750465636,-1.4634868027405352,0.17644391007325266,0.09199777970371034,-1.544877984239049,0.90003068651422,0.2761342067671611,0.23142792275150714,1.1929675114226495,1.0963623878287727,0.2133379002211441,2.459678588960865
-1.091443434995624,-1.926846217836131,0.09738463012723729,0.09941756679093146,-1.608690156473148,0.9118006622065554,0.33573153713945214,0.14560668688937384,1.1022842638319612,1.104527417247581,0.20014960712002747,2.488799989062384
-1.1574169909073073,-2.1517859643975044,0.11642561925369614,0.11544906239018461,-1.663452482829054,1.0042868769609505,0.3142969652191236,0.11627630687723853,1.1234739425290214,1.122377341873066,0.1894836604284765,2.7299597812922007
-1.6688894647341868,-1.8998897147575342,0.10538365684833463,0.1376580748511036,-1.7669257316521716,0.452780713554666,0.18845623676828507,0.14958511534369393,1.1111368238425197,1.1475830956620963,0.17085744388628565,1.5726792814497748
-1.551957279915694,-1.792335895544138,0.01819418647544227,0.07497852804434885,-1.5624188204712366,0.7429224115983132,0.21183295142042943,0.16657062329760822,1.0183607090674893,1.0778610068524213,0.20962840399543056,2.102069659633974
-0.7593915573184188,-1.9681404031278253,0.04633285636655641,0.0646469669202315,-1.7319009106492673,0.9065986820896252,0.4679510618080435,0.13971643102612216,1.0474229943517652,1.066782348440658,0.1769477282493332,2.475886916896201
-1.68911323329479,-1.8382479428212304,0.097907186667656,0.05680700159215053,-1.6385935643809821,0.6395037552463454,0.18468322233371948,0.15909592722214114,1.1028604202074577,1.0584515112249746,0.19425305467391543,1.8955399940921738
-1.611373634520197,-2.5092397197044445,0.1482957582623533,0.13795541390138766,-1.5486049664604498,0.30823846239545,0.19961323004312412,0.08133004937537737,1.159855882600385,1.1479243676641144,0.21254427349486749,1.3610255036452028
-1.6215523124015199,-2.1361277821207008,0.12138068434362963,0.04286838810883306,-1.6264795143473085,0.6816229246348334,0.19759173679110917,0.11811131141068287,1.1290546439921736,1.043800509250998,0.19662055696548628,1.977083787917913
-1.027131912119062,-2.126926465501741,0.12370816781471564,0.19286784554993236,-1.5431733257072067,0.7172019534940205,0.3580323576677586,0.11920310625529085,1.1316855605337217,1.2127225162514559,0.21370187863423581,2.048692845626358
-1.0556483200183129,-1.5800539088331726,0.09739854418699295,0.08470911052288983,-1.666558988840142,0.6303901756276714,0.34796676034545837,0.20596399462696977,1.1022996011877781,1.088400416417496,0.18889594164695866,1.87834332009014
-1.170190595918831,-1.70943359065157,0.05022242642226339,0.04940574765873119,-1.6519133958485652,0.4202370740127196,0.3103077922301012,0.18096826571099117,1.0515049528517852,1.0506465616496847,0.19168279245415995,1.5223224159254396
-1.6216637935886973,-1.5706530435466703,0.1138192286005605,0.043143435643975624,-1.6955859870902381,0.42788752730849866,0.19756971025751013,0.20790936414569638,1.120549543265146,1.0440876434942208,0.18349167376580516,1.5340135366332341
-0.7015044668025131,-1.900923789519334,0.10159955763485848,0.05392832015953403,-1.6562785077195437,0.7313372385248893,0.49583876939615684,0.1494305131000917,1.1069401172462792,1.0554089478986581,0.19084789914838107,2.0778573415689428
-1.3732100610969948,-1.8742954693460647,0.1937502021986201,0.04818996437841662,-1.606667271369208,0.6817606281205051,0.2532925685092912,0.15346304818884327,1.2137930422500949,1.049369979307491,0.20055489656761727,1.9773560579928133
-1.2971828381767903,-2.127699742045589,0.20080768358456164,0.09069529712443801,-1.6117181908420612,0.8407578052047334,0.27330064167398627,0.11911096491922808,1.2223896636180922,1.094935324482377,0.19954446389037167,2.3181229970087673
-1.1776170419350342,-1.8333083834281456,0.04505993333406074,0.1472537331716534,-1.5643533936626624,0.8685385804658543,0.30801184408237187,0.15988373511396284,1.0460905537245877,1.1586479131456626,0.20922325452690824,2.383425123054358
-1.647809198378513,-2.269023240651102,0.1254532974536992,0.15824861718844768,-1.6367321817771547,0.7214788766496631,0.19247111309121717,0.10341314051984979,1.133662222811726,1.1714574029523903,0.19461497065818884,2.0574737116562263
-1.4071293210491065,-2.0864000005426986,0.06878979913101567,0.17380613364650377,-1.6304736524638106,0.5627566275963232,0.24484514706837807,0.12413321189432823,1.0712110159948494,1.1898248764495352,0.19583679357599362,1.755505110215226
-1.46003356088839,-1.9991873437641776,0.14602003132329747,0.07205722059898441,-1.5777895435498546,0.8223444735730816,0.23222848080484873,0.13544530899896748,1.157219368453924,1.074716838245653,0.20643090076954726,2.2758292092436565
-1.353167028064936,-1.7616628913576113,0.11613052193607443,-0.006233053533366201,-1.6869739530378003,0.4894410286318861,0.25842053819202887,0.17175900964397023,1.1231424572947706,0.9937863316476068,0.18507873440980407,1.6314040568849861
-1.6610891533276773,-1.9993953533454374,0.1358981188074912,0.050648990006539135,-1.5911947235497093,0.47934451593579885,0.18993200233434443,0.1354171380069787,1.1455651761030663,1.0519535822510373,0.20368212248361892,1.6150154382805932
-1.2110558515020537,-1.9792141219399166,0.14341385090576667,0.04157686231542006,-1.7567700715957797,0.2787293379769903,0.29788259354451024,0.13817778554251808,1.1542073726042064,1.0424532841453782,0.17260145480614242,1.3214496292318858
-1.2163126421299304,-1.9442425903724194,0.08475823192337721,0.10050729181794128,-1.621984652721074,0.4859823069274799,0.2963207957371347,0.14309556426172015,1.0884538814833702,1.1057317044689623,0.19750632838056378,1.6257712310685781
-1.70754745551471,-1.9990474340081206,0.15212583815495423,0.08968317254313446,-1.4851172173021767,1.0638074770525132,0.181309918415905,0.13546426044482376,1.1643067414261017,1.093827674160146,0.22647579223915645,2.8973817288419865
-1.0800397837134206,-1.9956432055971465,0.05927436071056279,0.13823534324262937,-1.7018767145077558,0.8593732558232364,0.3395820155426108,0.1359261975525078,1.0610663157168987,1.148245750356274,0.18234100074258186,2.3616800605398325
-1.371217795248033,-1.795330670702441,0.07141983786871045,0.09136044544869878,-1.6265151477955995,0.9548863864422854,0.25379769765202165,0.1660725279469162,1.0740320505521288,1.0956638611442402,0.19661355082186396,2.5983753554805054
-1.5118333604332062,-2.1673953326022524,0.12063263365968976,0.1255965086518187,-1.4392980818105356,0.4406023393901991,0.22050534138217132,0.11447539927080545,1.1282103697128758,1.1338245875628654,0.23709412096505555,1.553642756958035
-1.41866446211967,-1.794134469337009,0.0458410521430533,0.12595501811062354,-1.6464117184474902,0.6952963539006699,0.2420370507867921,0.16627130299539702,1.0469079939494155,1.1342311472755289,0.19274027563988866,2.0043029689382483
-1.2850895023206605,-2.044358203369075,0.15507292364253542,0.037511909101111546,-1.6828915237415145,0.9680109040687165,0.2766258238707708,0.1294632523991471,1.1677431140816792,1.038224361327097,0.18583584964045627,2.632702549821863
-1.27816470986254,-2.0096329429969533,0.07710314722377289,0.20667401177356537,-1.6132108390508177,0.6151537115681884,0.2785480481102686,0.13403786517747915,1.0801534854800083,1.2295816772906245,0.19924683638561883,1.8499409350271208
-1.1166260377742685,-1.7344891250278902,0.07644679613962496,0.08617027493469467,-1.7902359617958397,0.6144464533194014,0.3273825095382781,0.17649034175729164,1.079444758181176,1.0899919108060865,0.1669207780932084,1.848633011615385
-1.2922682632298546,-1.4738444101960904,0.1172456188682687,0.04708771479907438,-1.743603044488354,0.7425579672005417,0.2746471040956846,0.22904325422256464,1.1243955685437244,1.048213948923271,0.17488913073462026,2.1013037117039888
-1.6557882811252176,-1.8472394167952455,0.09204539103662943,0.05818935412530579,-1.6689424001034907,0.5605612928737342,0.19094148080024798,0.15767183228386222,1.0964145883460779,1.0599156761156054,0.18844626103183107,1.751655416120778
-1.3940312512736486,-1.595119002491471,0.17124448283659074,0.16076672166572903,-1.7198208352144038,0.6009901337696023,0.24807324063556135,0.20288438331880856,1.1867808611078892,1.1744109722210305,0.17909823313367648,1.8239238352125031
-1.411792009866344,-2.068906827912162,0.0964867417645942,0.059113756751580086,-1.566968605671488,0.7592483322940123,0.2437061677557529,0.12632379990455778,1.101294979818907,1.0608959179494957,0.20867680620968976,2.136669551231738
-1.7761069747856695,-1.9414216097934305,0.06926434123339546,0.10932812329453953,-1.396955183662455,0.6054036444201227,0.16929593939791093,0.1434998039775598,1.071719471354668,1.1155283211242744,0.24734895065595516,1.8319915328236804
-1.0978652237485844,-1.9651417515219345,0.025826045307831086,0.05511377008368557,-1.4820227050532546,0.45118065276586494,0.3335824480140085,0.1401360207136237,1.0261624271774488,1.056660824227639,0.2271777098384988,1.5701649111073037
-1.3887061130699812,-1.9586730550629605,-0.00037836258101560383,0.10746702554500234,-1.5747127493034911,0.2920843486241265,0.2493977884967603,0.1410454563549425,0.999621708989079,1.113454144597609,0.2070670242860639,1.339215973900181
-1.2570681182435584,-1.4947769305079581,0.06652066037129054,0.05646724335063433,-1.6524286794251695,0.4762989018777416,0.28448688689270135,0.22429863333260364,1.0687830453016145,1.0580919546853982,0.19158404690245612,1.6101042072112648
-1.2729931601179987,-2.0802441019896594,0.10373803428938942,0.04184670425508677,-1.5536591424344763,0.564720208534197,0.2799923045003221,0.12489972020694551,1.1093098157143313,1.042734619717945,0.21147274745591643,1.758955573108919
-1.041427180743341,-1.5659675742131918,0.13414792297757797,0.11742653509051057,-1.57911103230117,0.48353805811718054,0.3529505980380389,0.2088858028459739,1.1435619662250944,1.1245990083445159,0.2061582848253814,1.6218022941818369
-1.223688143598524,-2.0306265849317437,0.07030240559745651,0.11705420346364082,-1.5831764453061319,0.5936905064056275,0.2941433211274418,0.13125325406628732,1.0728325627764677,1.124180362508542,0.2053218675959087,1.8106583463417176
-1.4504525087419764,-2.141274628462667,0.064528472158804,0.04332078762227709,-1.4203539272482804,0.5229637405593879,0.23446416699999942,0.1175049723450991,1.0666559478098385,1.0442728309245077,0.24162848285747177,1.6870201378316965
-1.1277269222464072,-1.669370550561967,0.032017175567957815,0.1416125240166312,-1.7451114833804746,0.3216043025570954,0.32376837130121483,0.18836559494861468,1.0325352395319958,1.1521301392780987,0.17462552003830903,1.3793388670943907
-0.7237101473031112,-1.5411847204654783,0.13644175437130132,0.1012471309703969,-1.6084658069504698,0.8356317114648383,0.4849496793703089,0.2141272701379561,1.1461881153840898,1.106550070768426,0.20019451562626164,2.3062704857213143
-1.26179214039573,-1.629778788701493,0.0408312977301489,0.13470206142263272,-1.6174954382247815,0.819685569396414,0.2831461339038237,0.19597292075662326,1.0416763575553842,1.1441958334837707,0.1983949698116343,2.2697860351245907
-1.1420044389162505,-2.3790454060377058,0.22175974269262785,0.1019445066650898,-1.8275179775898536,0.855283127670876,0.31917860617425636,0.09263896791460247,1.248271435500091,1.1073220210311305,0.16081221236303067,2.3520402139801146
-1.35008563549334,-1.555655331898178,0.17604747350528935,0.2307099593864307,-1.6090900486636395,0.5199015067571087,0.25921806142881154,0.2110510288407507,1.1924946692088942,1.2594938820892083,0.20006958485641574,1.6818619894993736
-1.4601406785309086,-2.000687695004056,0.09306601793595277,0.12217468388941849,-1.5848871565006888,0.660909344521691,0.23220360636972848,0.13524224583280386,1.0975341898182551,1.1299514688588268,0.20497092144786508,1.9365525274015674
-1.218362417586307,-2.022280160072768,0.15736708705373237,0.1362707479353298,-1.734005947548005,0.798357006431534,0.2957140267253817,0.13235333396976046,1.1704251829835008,1.1459921265976747,0.17657563852092423,2.2218873812597733
-1.169836838031429,-1.8042796842326063,-0.017912333355791205,0.09714440471705879,-1.5101357468199155,0.7573532719414398,0.3104175854780936,0.1645929728009889,0.9822471388943605,1.1020194989454488,0.2208799921676666,2.1326242677174876
-0.6709214831376357,-2.0011483994076755,0.08083963747924863,0.1915156058318472,-1.5624398138555213,0.4850240692491081,0.5112372641478645,0.13517995348487463,1.084197018058528,1.2110837329616082,0.2096240032319821,1.6242141019875818
-1.2848396943382483,-1.5174413589982492,0.1719678535995542,0.18092859250614968,-1.4959808954180946,0.7735829995511502,0.27669493584171667,0.21927220867912778,1.18763965426034,1.198329606523959,0.22402874814742657,2.1675185752914383
-1.4088090815013337,-1.8045739307092883,0.15043482917102463,0.11528349162537549,-1.617511038176231,0.6912402995287589,0.24443421110702557,0.16454454902326796,1.1623395520025612,1.1221915243815643,0.19839187488387783,1.9961898718227318
-1.32468445418984,-2.3509516760692777,0.05639368058337391,0.01468087681949748,-1.4521853621328595,0.5028981886802324,0.26588684533327567,0.09527844483974662,1.0580141213760474,1.0147891701898275,0.23405822679218483,1.6535065069330062
-1.1298959312062158,-2.4748524214890444,0.07655751580651442,0.0550393144323822,-1.5130387085938597,0.7682763449957064,0.3230668758529374,0.08417541182264562,1.0795642805618444,1.0565821527865673,0.22023971579233992,2.156046768349195
-1.6149153807828358,-1.912632695228638,0.12737708118561616,0.20355153323725106,-1.640241238619239,0.6102357765727151,0.19890750112574324,0.14769104879697761,1.1358452429094656,1.2257483227927692,0.19393325245731405,1.8408653805485158
-1.3256285821235458,-2.218418693512803,0.14135198256822518,-0.027198632625994645,-1.556007026040201,0.6553221811078108,0.2656359326008895,0.10878098897509383,1.1518300007238236,0.9731679194255651,0.21097681648103053,1.9257628618515739
